Person_ID,split,cv_fold
P01627,development,1
P01628,development,0
P01629,development,4
P01630,development,0
P01631,development,2
P01632,holdout,-1
P01633,development,4
P01634,development,4
P01635,holdout,-1
P01636,development,0
P01637,development,3
P01638,development,3
P01639,development,3
P01640,development,2
P01641,development,4
P01642,development,4
P01643,development,3
P01644,development,2
P01645,development,0
P01646,development,4
P01647,development,1
P01648,development,2
P01649,development,2
P01650,development,1
P01651,development,0
P01652,development,0
P01653,development,0
P01654,development,0
P01655,development,1
P01656,development,4
P01657,development,4
P01658,development,4
P01659,development,0
P01660,development,1
P01661,development,4
P01662,development,3
P01663,development,0
P01664,development,2
P01665,development,0
P01666,development,1
P01667,development,2
P01668,development,0
P01669,development,2
P01670,development,4
P01671,development,2
P01672,development,3
P01673,development,1
P01674,development,4
P01675,development,4
P01676,development,2
P01677,development,1
P01678,development,0
P01679,development,3
P01680,development,1
P01681,holdout,-1
P01682,development,4
P01683,development,3
P01684,development,3
P01685,development,0
P01686,development,0
P01687,development,4
P01688,development,4
P01689,development,1
P01690,development,2
P01691,development,4
P01692,development,4
P01693,development,2
P01694,holdout,-1
P01695,holdout,-1
P01696,holdout,-1
P01697,development,3
P01698,holdout,-1
P01699,development,1
P01700,holdout,-1
P01701,holdout,-1
P01702,development,2
P01703,holdout,-1
P01704,development,2
P01705,development,4
P01706,development,0
P01707,development,3
P01708,development,1
P01709,development,2
P01710,development,3
P01711,development,0
P01712,holdout,-1
P01713,development,4
P01714,development,3
P01715,development,0
P01716,development,0
P01717,holdout,-1
P01718,development,3
P01719,development,2
P01720,development,3
P01721,development,1
P01722,development,0
P01723,development,1
P01724,development,4
P01725,holdout,-1
P01726,development,1
P01727,development,2
P01728,development,2
P01729,development,0
P01730,development,2
P01731,development,4
P01732,development,0
P01733,development,1
P01734,development,1
P01735,development,4
P01736,development,2
P01737,development,0
P01738,development,4
P01739,holdout,-1
P01740,holdout,-1
P01741,holdout,-1
P01742,development,3
P01743,development,3
P01744,development,2
P01745,development,2
P01746,holdout,-1
P01747,development,4
P01748,holdout,-1
P01749,development,3
P01750,development,3
P01751,development,3
P01752,holdout,-1
P01753,development,3
P01754,development,2
P01755,holdout,-1
P01756,development,2
P01757,holdout,-1
P01758,development,3
P01759,development,4
P01760,holdout,-1
P01761,development,2
P01762,development,3
P01763,holdout,-1
P01764,development,1
P01765,development,4
P01766,development,1
P01767,development,0
P01768,development,4
P01769,development,3
P01770,development,3
P01771,development,3
P01772,development,3
P01773,development,2
P01774,development,4
P01775,development,3
P01776,development,0
P01777,development,4
P01778,development,0
P01779,development,2
P01780,development,1
P01781,development,4
P01782,development,3
P01783,development,2
P01784,development,3
P01785,development,4
P01786,development,1
P01787,development,0
P01788,development,3
P01789,development,0
P01790,development,4
P01791,development,1
P01792,development,0
P01793,development,4
P01794,development,1
P01795,development,4
P01796,development,1
P01797,development,2
P01798,holdout,-1
P01799,development,3
P01800,development,3
P01801,holdout,-1
P01802,development,1
P01803,development,0
P01804,holdout,-1
P01805,development,0
P01806,development,4
P01807,development,3
P01808,development,2
P01809,development,2
P01810,holdout,-1
P01811,development,0
P01812,development,1
P01813,development,2
P01814,holdout,-1
P01815,holdout,-1
P01816,development,3
P01817,development,4
P01818,development,1
P01819,holdout,-1
P01820,development,3
P01821,development,4
P01822,development,0
P01823,development,0
P01824,holdout,-1
P01825,holdout,-1
P01826,development,0
P01827,development,3
P01828,development,3
P01829,development,2
P01830,development,1
P01831,holdout,-1
P01832,development,0
P01833,development,1
P01834,development,1
P01835,development,4
P01836,holdout,-1
P01837,development,0
P01838,development,4
P01839,holdout,-1
P01840,development,0
P01841,development,0
P01842,holdout,-1
P01843,development,4
P01844,development,4
P01845,development,4
P01846,development,1
P01847,development,1
P01848,development,4
P01849,development,2
P01850,development,3
P01851,development,2
P01852,development,2
P01853,development,2
P01854,development,4
P01855,development,3
P01856,development,2
P01857,development,1
P01858,development,0
P01859,development,1
P01860,development,0
P01861,development,4
P01862,development,1
P01863,development,2
P01864,development,0
P01865,development,0
P01866,holdout,-1
P01867,holdout,-1
P01868,development,1
P01869,development,3
P01870,development,2
P01871,holdout,-1
P01872,development,3
P01873,development,4
P01874,development,2
P01875,development,0
P01876,holdout,-1
P01877,development,4
P01878,development,1
P01879,holdout,-1
P01880,development,3
P01881,development,4
P01882,development,3
P01883,development,3
P01884,development,4
P01885,holdout,-1
P01886,holdout,-1
P01887,development,4
P01888,development,4
P01889,development,3
P01890,holdout,-1
P01891,development,4
P01892,development,2
P01893,development,0
P01894,development,2
P01895,development,1
P01896,development,2
P01897,development,3
P01898,holdout,-1
P01899,development,0
P01900,development,2
P01901,holdout,-1
P01902,development,0
P01903,development,1
P01904,development,3
P01905,development,0
P01906,development,4
P01907,development,3
P01908,development,1
P01909,holdout,-1
P01910,development,2
P01911,development,1
P01912,development,4
P01913,development,4
P01914,development,2
P01915,development,2
P01916,development,3
P01917,development,4
P01918,development,4
P01919,development,0
P01920,development,0
P01921,development,4
P01922,development,0
P01923,development,3
P01924,development,3
P01925,holdout,-1
P01926,development,0
P01927,holdout,-1
P01928,development,4
P01929,development,2
P01930,development,2
P01931,development,2
P01932,holdout,-1
P01933,development,3
P01934,development,4
P01935,development,0
P01936,development,3
P01937,holdout,-1
P01938,holdout,-1
P01939,development,2
P01940,development,1
P01941,development,2
P01942,development,0
P01943,holdout,-1
P01944,development,4
P01945,development,2
P01946,development,3
P01947,development,2
P01948,development,3
P01949,development,2
P01950,development,2
P01951,development,3
P01952,development,4
P01953,development,1
P01954,holdout,-1
P01955,development,2
P01956,development,4
P01957,development,1
P01958,development,3
P01959,holdout,-1
P01960,development,3
P01961,holdout,-1
P01962,development,2
P01963,development,2
P01964,development,0
P01965,development,2
P01966,development,3
P01967,development,3
P01968,development,4
P01969,development,3
P01970,development,2
P01971,development,0
P01972,development,1
P01973,development,2
P01974,development,1
P01975,holdout,-1
P01976,development,3
P01977,development,0
P01978,holdout,-1
P01979,development,3
P01980,development,3
P01981,development,2
P01982,holdout,-1
P01983,development,2
P01984,development,1
P01985,development,3
P01986,development,2
P01987,development,2
P01988,development,1
P01989,holdout,-1
P01990,development,0
P01991,development,1
P01992,development,2
P01993,development,3
P01994,development,3
P01995,development,1
P01996,development,2
P01997,holdout,-1
P01998,holdout,-1
P01999,development,3
P02000,development,2
P02001,development,4
P02002,development,3
P02003,development,0
P02004,development,1
P02005,development,2
P02006,holdout,-1
P02007,holdout,-1
P02008,development,3
P02009,development,4
P02010,development,2
P02011,development,2
P02012,development,4
P02013,development,2
P02014,holdout,-1
P02015,holdout,-1
P02016,development,3
P02017,development,3
P02018,development,0
P02019,development,1
P02020,development,3
P02021,development,0
P02022,development,3
P02023,holdout,-1
P02024,development,2
P02025,development,3
P02026,development,0
P02027,development,2
P02028,development,1
P02029,holdout,-1
P02030,development,4
P02031,holdout,-1
P02032,development,4
P02033,development,2
P02034,development,1
P02035,development,0
P02036,development,3
P02037,development,2
P02038,development,2
P02039,development,4
P02040,development,2
P02041,development,4
P02042,development,1
P02043,development,3
P02044,development,0
P02045,holdout,-1
P02046,development,1
P02047,development,1
P02048,development,0
P02049,development,2
P02050,holdout,-1
P02051,development,3
P02052,holdout,-1
P02053,development,1
P02054,development,2
P02055,development,1
P02056,development,4
P02057,development,2
P02058,development,4
P02059,development,2
P02060,development,2
P02061,development,3
P02062,development,3
P02063,development,0
P02064,development,0
P02065,development,2
P02066,development,3
P02067,development,3
P02068,development,2
P02069,development,2
P02070,development,3
P02071,development,2
P02072,development,3
P02073,development,0
P02074,development,3
P02075,development,4
P02076,development,2
P02077,development,1
P02078,development,1
P02079,development,4
P02080,development,1
P02081,development,1
P02082,development,3
P02083,development,0
P02084,development,4
P02085,development,2
P02086,development,0
P02087,development,4
P02088,development,1
P02089,development,2
P02090,holdout,-1
P02091,development,1
P02092,holdout,-1
P02093,holdout,-1
P02094,holdout,-1
P02095,development,4
P02096,development,0
P02097,development,0
P02098,development,0
P02099,development,4
P02100,development,1
P02101,development,0
P02102,development,3
P02103,development,3
P02104,development,2
P02105,development,1
P02106,development,2
P02107,development,3
P02108,holdout,-1
P02109,development,0
P02110,development,2
P02111,development,1
P02112,development,4
P02113,development,2
P02114,development,1
P02115,development,3
P02116,development,2
P02117,development,2
P02118,development,1
P02119,development,0
P02120,holdout,-1
P02121,development,4
P02122,development,3
P02123,development,0
P02124,development,2
P02125,development,2
P02126,development,4
P02127,development,4
P02128,development,2
P02129,holdout,-1
P02130,development,2
P02131,holdout,-1
P02132,development,3
P02133,development,4
P02134,holdout,-1
P02135,development,0
P02136,development,2
P02137,development,2
P02138,development,4
P02139,development,3
P02140,development,0
P02141,development,3
P02142,development,0
P02143,development,2
P02144,development,3
P02145,holdout,-1
P02146,development,1
P02147,development,0
P02148,development,3
P02149,development,4
P02150,holdout,-1
P02151,development,2
P02152,development,0
P02153,development,4
P02154,holdout,-1
P02155,holdout,-1
P02156,development,1
P02157,development,4
P02158,development,2
P02159,development,1
P02160,holdout,-1
P02161,development,2
P02162,holdout,-1
P02163,holdout,-1
P02164,development,3
P02165,development,2
P02166,holdout,-1
P02167,development,4
P02168,development,1
P02169,development,2
P02170,development,4
P02171,development,2
P02172,development,4
P02173,development,2
P02174,development,1
P02175,development,2
P02176,holdout,-1
P02177,development,4
P02178,development,4
P02179,development,3
P02180,development,3
P02181,development,2
P02182,holdout,-1
P02183,holdout,-1
P02184,holdout,-1
P02185,development,4
P02186,development,0
P02187,development,2
P02188,development,0
P02189,development,3
P02190,development,3
P02191,development,4
P02192,development,3
P02193,holdout,-1
P02194,development,3
P02195,development,4
P02196,development,2
P02197,development,1
P02198,development,2
P02199,development,3
P02200,development,0
P02201,development,4
